joke,total_votes,positive_votes,negative_votes
У Ереванского радио спросили:- Как появился первый квадробер?Ереванское радио ответило:- По пьяни напялил дочкин костюм зверюшки для детского утренника и с тех пор не просыхал.,22.0,13.0,9.0
"Читал очередную книгу. Герой рубится с противниками. Раскалывает мечом шлемы и головы, кровища хлещет, все дела.Потом открываю словарь Даля на слове ""ошеломить"" - ударить по шелому, ошарашить; иносказательно - озадачить, изумить и испугать нечаянностью.То есть вот вы такой изо всей силы шарашите рыцаря заточенной полуторакилограммовой железкой по голове в шлеме, а он такой озадаченный и изумленный поворачивается: ""Че такое?""И как после этого верить книгам?",32.0,13.0,19.0
"Собеседование.-Кто вы: сова или жаворонок?-Утром и днем я сова, а всю ночь я такой жаворонок!!",21.0,13.0,8.0
"Всемирная организация ""Врачи Без Границ"" создала филиал в Латвии.Только в Латвии он почему-то вдруг стал называться ""РВАЧИ БЕЗ ГРАНИЦ"".",43.0,12.0,31.0
"Врач в цивилизованном обществе это стервятник, который забирает то, что не смог отобрать адвокат.",25.0,11.0,14.0
"– Дедушка, вы каждый день приходите к колодцу и стоИте у него час, а потом уходите.– Было время, был я молод. Подошел к колодцу, а там девица красавица водой обливается. Голая. Увидела меня и убежала.С тех пор я из нашей деревни ни ногой. Всё жду.",25.0,10.0,15.0
– В 80 лет не заводите собаку. Не надо ещё одного Хатико.,21.0,9.0,12.0
Неплохо бы побороться с коррупцией по методу Хезболлы. Но надёжнее жить как еврейское государство...,21.0,9.0,12.0
Элитное жилье — это когда квартира стоит как остров в теплом море.,15.0,7.0,8.0
Столько народу сокрушается что отдали в детстве в музыкальную школу и ребенок страдал. А вы подумали что каких-то мальчиков отдали на балет?!,19.0,6.0,13.0
"Кто-нибудь ввезите уже партию Пежо от Иран-Хондро (жеребец, если по-русски писать). Неприхотливая тачка, продал такую с полумиллионным пробегом, очень жалею.",21.0,5.0,16.0
"- Пап, а осёл и ишак синонимы?- В принципе да. Но есть нюанс: осёл это умный и упрямый ишак, который не хочет ишачить на своего хозяина.",14.0,5.0,9.0
Э-э-э... жопов язык,17.0,5.0,12.0
"Новости: встречу с Кашпировским попытались сорвать некие челы, обвинявшие его в связях с демонами и сотоной. А порчи-то они не боятся? Мощной, демонической?) Неснимаемой?)",18.0,5.0,13.0
"Зря мужики думают, что бабам от них нужно только чтоб было много денег. Это неправда! Женщинам нужно очень  мало! Всего 20 см.",20.0,5.0,15.0
Недоверчивый больной перед операцией требует общий наркоз… с врачами.,14.0,4.0,10.0
"- Официант! В моем супе муха..- Простите ради бога, сейчас мы всё испр..- ... недожарена.",18.0,4.0,14.0
"Для нерешительных - Раскольников сомневался хватит ли ему сил ёбнуть одну бабку, а ёбнул двух...",18.0,4.0,14.0
"Галочка читай, ты сейчас умрёшь.",17.0,4.0,13.0
200000 флаконов духов не смогли реализовать ушлые контрабандисты из-за запаха навоза с ближайшей свинофермы.,15.0,3.0,12.0
Главное в звездных войнах — не начать искать мушку у лазерного пистолета.,11.0,3.0,8.0
"Для меня шах Ирана до сих пор — надёжный друг и товарищ. По крайней мере, я ему КамАЗ водки оставлял - не пьет!",21.0,2.0,19.0
"- Ты за что меня тянучкой обозвал?- Извини, моя тяночка, это опечатка!",13.0,2.0,11.0
В жару человеку нужно пить много воды. Поэтому советую покупать молоко на рынке!,19.0,2.0,17.0
"Мужик, который искал арабов в реактивном движке самолёта, вряд ли нашел бы ещё что-то где-то...",18.0,1.0,17.0
"Море, солнце, два лоха !",13.0,1.0,12.0
"Пусть уже  женщина  пилит-главное, чтоб  не  впилила!",16.0,0.0,16.0
"Подпольный учебный центр для зуммеров учит париться в бане, а не в плавках.",11.0,0.0,11.0
Сервис Т9 присоседился к сенсациям противень России,529.0,451.0,78.0
"Всемирный потоп, конечно, типичный мракобесный бред - он невозможен, ибо вода просто бы стекла с краёв Земли.",368.0,322.0,46.0
"В советское время оформить подписку было так же сложно, как в нынешнее - от нее отказаться.",371.0,322.0,49.0
"Самые романтичные отношения у меня с лишним весом: я постоянно думаю о нем, чувствую его, иногда мы расстаемся, но судьба сводит нас вновь.",237.0,188.0,49.0
"- Леночка, ты знаешь, что в одиночестве пьют только алкоголики?- Я не в одиночестве! Я в сети! Со мной бухает весь мир!",231.0,174.0,57.0
"В школе:- Вовочка, отец домашнюю работу по русскому делал?- Да, Мария Ивановна, а как вы догадались?- Потому что ТАКИХ ошибок у тебя я ещё не видела.",212.0,158.0,54.0
"HR: Какие у вас ожидания по зарплате?Я: Я хочу денег.HR: Это я знаю, сколько денег вы хотите?Я: Все, что есть...",201.0,103.0,98.0
"На рынке грузин продаёт арбузы. Подходит девушка, выбирает, щупает, рассматривает, стучит по пять минут в каждый. Грузин не выдерживает и говорит:- Эй, дэвушк! Чэго ты стучышь? Чэго ты стучышь? Нэт там ныкого.",215.0,92.0,123.0
-Ребёнок стал квадробером. Что делать? Он и дома и в школе пытается гавкать..-Подыграйте чадушке. Кормите только Педигри. Спать-на коврик в коридор. В туалете-никакой бумаги. Нехай вылизывается. А смартфон... Зачем собаке смартфон?,98.0,88.0,10.0
"Вор безуспешно пытается взломать банковский сейф. Промаявшись с час, он наконец бросает инструменты, вытирает пот со лба и раздражённо бормочет:- Чёрт возьми, как всё-таки люди умеют портить друг другу жизнь!",159.0,84.0,75.0
"-Очередное, сногсшибательное открытие сделали правоохранители Ярославля. Жительница города прописала к себе в квартиру более 100 иностранцев!-Так и видится. Ночь... Приходит гражданка к закрытым дверям(под сигнализацией) паспортного стола. Вскрывает двери. С фонариком разыскивает и вскрывает сейф. Достаёт печать. После этого штампует все сто паспортов. А бедные и ничего не подозревающие сотрудники паспортного стола...НИ СНОМ НИ ДУХОМ.",84.0,80.0,4.0
"А у вас тоже есть такой знакомый, который постоянно такой: ""Ну, как говорится…"" и говорит хуйню, которую буквально никто никогда не говорил?",163.0,73.0,90.0
"В гости к грузину приехал армянин, он ему показывает свою усадьбу:- Вот здэсь, на огород, растёт у меня лук. Но это нэ тот лук, который заец в лэсу стрэляешь. А это тот лук, который растёт на пол.- Но это нэ тот пол, по который ты ботинка ногами ходишь. И это нэ тот пол, который у тэбя малчыкъ, а у мой жэна - дэвочка. А это тот пол, на который травка коса косить.- Но это нэ тот коса, который дэвушк на свиданий заплетаит. И это нэ тот коса, который песчаный коса заяц косил. А это тот коса, который трав-колоски вжик-вжик, вжик-вжик, и в ручка складываешь.- Но это нэ тот ручка, который каракуля в тэтрадь пишешь. И это нэ тот ручка, который холодильник открывать-закрывать. А это тот ручка, который кружк, ложк, вильк дэржит, баранка руль водит и шишка в лесу собирает.- Но это нэ тот шишка, который начальник в офис сидит. И это нэ тот шишка, который полбу получаешь. А это тот шишка, который в лэс растёт и бэлочк приходит-собирает.Армянин в шоке:- Знаишь, что?! Это к тэбэ сейчас бэлочк приходит-собирает. Но это нэ тот бэлочк, который орэшэк щёлк-щёлк. И это нэ тот бэлочк, который мех на шуба шьют. И это совсэм нэ тот бэлочк, который есть в сынтез белка. А это тот бэлочк, который к сюмасшедный прыходит! Так что иди ты на куй!- Но это нэ тот куй, который железа-мечи куй. А это тот куй, к который ты сам дорога знаешь!",360.0,52.0,308.0
Фильм режиссера Дятлова вышел в формате Долби.,162.0,51.0,111.0
"«Я помню времена, когда Собчак и Клинтон были мужчинами», теперь ещё и Ким.",35.0,29.0,6.0
Простейший тест на IQ: ты хомяка тапал?,32.0,24.0,8.0
- Какой у вас любимый парк?- Линкин.,37.0,23.0,14.0
"– Я хочу работать у вас балериной.– Раздвигайте ноги, посмотрим.",32.0,21.0,11.0
"Международный скандал. Российский голубь пересек границу с Латвией и нагадил на двух латышских пограничников.Пока Латвия требует созвать экстренное заседание Совбеза ООН, голубь продолжает движение к границе Эстонии.В связи с этим эстонская армия срочно эвавкуируется в Финский залив.",57.0,19.0,38.0
"- Как у тебя на любовном фронте?- Нормально. Жду, пока её жених умрёт...",29.0,17.0,12.0
"Фильм «Кавказская пленница» признали рекламой ЛГБТ, так как там трое мужчин лежат в одной постели с голыми задницами и улыбаются друг другу.",35.0,16.0,19.0
Моя жизнь уже не будет прежней.Сегодня в интернет-магазине я увидел Силиконовые накладки для кривых ног.,18.0,13.0,5.0
- Ты знаешь хоть одну планету Солнечной системы?- Конечно... как его... ну... этот... Плутарх!,23.0,12.0,11.0
"- А почему Кашпировский носит прическу Иосифа Кобзона и вообще внешне немного похож на него?- В волосах Кашпировского - крестраж, в нём заключена часть души Кобзона! За счет этого Кашпировский имеет связь с потусторонним миром и особую магическую силу!",30.0,12.0,18.0
Интенсивность лая собаки обратно прямо пропорциональна ее размерам и прямо пропорциональна расстоянию до нее.,26.0,12.0,14.0
"В ""Жмурках"" у героя Панина была хитрая папочка со стальным листом внутри.Такую папочку в наши дни логично использовать вместе со смартфоном, разговаривать и писать прячась за нее.",23.0,11.0,12.0
- Что означает на приборной панели в машине жёлтая лампочка с двигателем?- Срочно проверить баланс на всех картах!,22.0,10.0,12.0
"Классный руководитель звонит матери ученика:- Знаете, ваш сын...- Знаю. Способный, но ленивый. Мы работаем над этим.- Я не об этом. Ваш сын в больнице, потому что засунул пенис в отверстие для слива лишней воды в раковине. С этим ""способный"" я бы не преувеличивала.",32.0,9.0,23.0
– Собирал Иван-царевич царевен-лягушек и продавал их во французский ресторан.,17.0,8.0,9.0
В мою посудомойку надо загрузить таблетку... и это я не про жену...,23.0,8.0,15.0
"На Ниве ручка КПП упирается в панель, чтобы можно было не слышать скрип пластика от орущей магнитолы.",20.0,8.0,12.0
"Оптимист и пессимист смотрят на витрину в магазине спорт-товаров:Оптимист: ""Какой замечательный кошачий хвостик для квадробики"".Пессимист: ""Да это же БДСМ-анальная пробка!""",23.0,7.0,16.0
"- Моня, с чего в Риге новая библиотека называеться ""ЗАМОК СВЕТА"" ?- Шлёмая тя умоляю - с того шо на строительстве ТЬМА-ТЬМУЩАЯ бабла УВОРОВАНО !!!",27.0,7.0,20.0
"Пришел сын к папе-генералу и сказал, что с 1-го числа у него пенсия вырастет на 2000. Был с позором изгнан за бутылкой Хеннесси за 25000.",21.0,7.0,14.0
Опытный херомант положит хер на все ваши начинания!,19.0,7.0,12.0
"Оказывается, номер подели iPhone обозначает количество взрывчатки в нем.",28.0,6.0,22.0
"Если хочешь послать как можно дальше – пошли не на 3 буквы, на все 33!",16.0,6.0,10.0
"Теперь ясно, почему у нас так много антиваксеров, сектантов ""марафона желаний"", веганов, электросамокатчиков, квадроберов и жертв телефонных мошенников. Сенситивное, гипнабельное общество создал в нашей стране Кашпировский!",22.0,4.0,18.0
"Кашпировский пришел. Сама природа позвала его. В обществе возникла необходимость зарядить все бытовые электроприборы магической аурой, останавливающей радиоволны, сигнал которых приводит в действие взрывное устройство.",16.0,3.0,13.0
"Кашпировский теперь носит маску котика, прикрепил к попе хвост и бегает по лесам на четвереньках. Он просит называть его кОшпировский.",26.0,2.0,24.0
"Вася переходил дорогу его сбила машина отправили Васю в больницу у него всё сломано в соседней Палате Лежал охотник у него ""у охотника"" сломана нога,и рука, говорит Вася что первым сломал ногу а потом руку говорит охотник а ты что, вася всё сразу удивился охотник и спрашивает как? машина сбила Вася говорит а ты как? на охоте на свой же капкан наступил,Вася а как руку машина сбила Вася а что бежать не мог? спасибо за просмотр",82.0,2.0,80.0
"В понедельник, не приходя в сознание, можно сознаться начальству в том, о чем по приходе в сознание потом жалко...",16.0,2.0,14.0
"Три израильских поросёнка: Питачок, Накник и Накбар.",31.0,1.0,30.0
"Почему демоны устроили вечеринку на Хэллоуин? Потому что они знали, что пришло их время “Hell a Win!”Что сказал дьявол, когда выиграл конкурс костюмов на Хэллоуин? “Похоже, я действительно знаю, как Hell a Win!”Почему привидения любят Хэллоуин? Потому что это их любимое время, чтобы “Hell a Win” в самый жуткий вечер!Что сказала ведьма после того, как произнесла идеальное заклинание? “Вот это я называю Hell a Win!”Почему вампиры никогда не проигрывают на Хэллоуин? Потому что они всегда умудряются “Hell a Win!” ( Hell= Ад a Win = выиграл!)",37.0,1.0,36.0
"А как получилось, что догхантеры - это все больше доги и все меньше - хантеры?",17.0,1.0,16.0
"Опять со шлюхами своими переписываешься? Спроси, им кабачки не нужны?",700.0,654.0,46.0
"Если уж вам так нужен феминитив - то зачем форсить нелепое ""авторка"", когда уже есть прекрасное слово ""писака""?",476.0,396.0,80.0
"Психитрическая клиника, где-то  2023 год- Доктор! Эти евреи!- Слушаю вас внимательно!- Эти евреи, доктор! Они все заминировали!- Что именно?- Сотововые телефоны! Компьютеры! Радиостанции! Самокаты! Машины! Кофеварки! Все, доктор!!! Все взорвется в 2024 году!  Мы все погибнем! Они это сделали, доктор!  Они хотят нас всех убить!- Понимаю вас, голубчик! - Сестра, значит  так! Больному - галоперидол, хлорпромазин, клозапим и в палату к Троцкому!",415.0,284.0,131.0
"- Каким спортом занимаемся?- Борьбой.- Ооо классический, вольной, самбо?- Классовой.",303.0,248.0,55.0
"Люди, которые ждут замещения органов, старательно лоббируют производителей байков.",267.0,220.0,47.0
"Как увеличить член на 10 сантиметров, я знаю не понаслышке. Я работаю на пасеке.",263.0,171.0,92.0
"- У меня девушка сложные слова плохо выговаривает и очень из-за этого расстраивается. Думаю вот, как бы её приободрить.- Подари ей рододендрон.",201.0,145.0,56.0
- Расскажите о себе в двух словах.- Нет слов!,156.0,109.0,47.0
"- Одна полоска!- Бракованный бурундук, обменяй.",180.0,98.0,82.0
"- Да. Восток дело тонкое...- Это про какой Восток ты сейчас сказал?- Ну, не про Дальний же...",156.0,82.0,74.0
"- Слыхал? Китайцы на нашем рынке маскируют свои авто под новыми названиями..- Одно могу предложить для всех сразу: ""NIVAz""",133.0,59.0,74.0
"Одиозный в прошлом Остап Бендер в последнее время всё больше выглядит порядочным, милым, интеллигентным человеком. С чего бы это?",39.0,34.0,5.0
"-Слыхал? Банк России выпустил монету ""Ёжик в тумане"". В честь мультика?-Не. Показаны видимые перспективы финансовой системы и экономики...",38.0,32.0,6.0
"5 ноября 2024 года.После окончания голосования в Мичигане в комиссию внезапно поступает множество ящиков с бюллетенями - и все за демократов.Казалось бы - победа у Камалы в кармане, но нет - по какому то недосмотру все голоса оформлены на Джо Байдена.",51.0,29.0,22.0
"- Моня, а в Латвии есть зенитно-ракетные комплексы ?- Шлёма я тя умоляю - только комплексы неполноценности .",68.0,28.0,40.0
"Первая вещь, которой я научился о Боге - это то, что он постоянно нуждается в деньгах.Джордж Карлин",41.0,27.0,14.0
"Согласно рассуждениям интернет-экспертов по истории СССР, получается, что в СССР не было туалетной бумаги, потому что она вся уходила в колбасу.",37.0,25.0,12.0
"Почему в России до сих пор не отключили youtube?А как тогда жители России будут знать о том, как загнивает Европа и Америка?",37.0,24.0,13.0
"- Холмс, как могло случиться, что в Латвии ПОЛИЦИЯ открыла уголовное дело за ВЗЯТКУ ?- Это же элементарно, Ватсон - в Латвии ""ЧЕСТЬ МУНДИРА"" есть только у КАРТОШКИ .",54.0,16.0,38.0
"Только настоящий рыбак может часами смотреть на поплавок, не выходя из дома.",20.0,15.0,5.0
"-Странные детки, какие то пошли. Молоток в качестве оружия...-Чего странного то. И в мультфильмах и в сериалах... Где ты, последний раз видел, чтобы молоток нормально использовали?-Нууу... Передачи, разные, по строительству и ремонту. В конце концов-отец что то ремонтирует...-Работать что ли? Это им не интересно..",25.0,15.0,10.0
"Случай на улицеПять минут рассматривал собачку, потом полчаса рассматривал ее хозяйку.- А можно потрогать? – спросил я.- Меня или ее? – спросила девушка.- Обеих! – ответил я.- Я кусаюсь, а она – нет! – сказала хозяйка собачки и залаяла на меня.(с) Юрий Тубольцев",43.0,15.0,28.0
"В Питере осталось нерасселенными 60000 коммуналок с неродственным заселением и около миллиона — с родней, бабушками и дедушками в однушках.",23.0,14.0,9.0
"Что думают люди разных национальностей, падая со второго этажа если они застрахованы.Американец: ""Интересно, какой размер страховки будет мне выплачен?""Еврей: ""Надо было в страховке прописать больше позиций по выплатам"".Русский: ""Блин, не с того этажа падаю! Хрен мне чего по страховке выплатят"".",22.0,13.0,9.0
"-Почему люди учатся на пятерки? -Потому что—стараются, трудятся.- А почему евреи учатся на пятёрки? -Потому что, увы,  выше оценок не бывает...",31.0,13.0,18.0
Никогда не пытайтесь повторить удачный эксперимент.,17.0,12.0,5.0
"Мама говорит, что я живу на облаке. Но её очень расстраивает, когда я ей говорю, что на облаке нихуя нет никакого Бога, а только такие же апездолы, как я.",26.0,11.0,15.0
"Интернет:Вышли тизер и постер нового сезона ""Ивановых-Ивановых"" . Российская Газета, 23 сентября 2024Ошибка в заголовке!Должно быть:Вышли тизер и постер нового season ""Johnson-Jonson"", Russian Newspaper.Борьба за русский язык то ли потерпела полное поражение, то ли вышла на новый уровень патриотизма",27.0,11.0,16.0
"-Грят, в Ярике отключат телевидение и радио. И нехуй радоваться. Это не на долго",25.0,10.0,15.0
"– Милый, мои просьбы приравниваются к приказу.",18.0,8.0,10.0
Почему никто не кричит о российском вмешательстве в выборы в Германии? Даже немножко обидно,17.0,8.0,9.0
"-Серёга, сегодня собираемся у меня: водка, пиво, девушки—неделю будем кутить!-Мужики, я всё, завязал...-Да когда ты успел??-Через неделю...",25.0,8.0,17.0
"- Хочу проапгрейдить ноутбук.- Желаете установить новый процессор, видеокарту, увеличить количество памяти?- Нет, увеличить количество взрывчатки!",21.0,8.0,13.0
"У ""Армянского Радио"" спросили : - Что такое ""Свобода Воли"" ?- Это данное Богом человеку право, быть обманутым .",14.0,7.0,7.0
Родная школа снова собирает анонимные квитки с зарплатой. Министерство финансов на корпоративе читает их наперегонки! Как люди на ставку живут на 15000 - лучший образовательный анекдот.,16.0,7.0,9.0
"Скажите девушке, что её подруга лживая и ничего из  себя не представляет, а её ухажер – жадный и её не ценит. 100% сработает!",14.0,6.0,8.0
Терпение и труд всё сожрут!,10.0,5.0,5.0
Самый популярный вопрос на российских порно-чатах:- А почему у тебя ухи под цвет лифчика?,23.0,4.0,19.0
"Кто ничего не делает, тот никогда не ошибается! А большая политика—это дело, в котором нельзя ошибаться! Поэтому работай себе на работе и не лезь в политику...",12.0,4.0,8.0
"-По делу о хищении при строительстве ГазПромАрены арестовано имущество КЭМЗ!-И?-Что-""И""?-И это-всё?",12.0,4.0,8.0
Попустительство злу - истинное благословение злодеям от Всевышнего !,8.0,3.0,5.0
"Как по-китайски будет ""бабье лето"" - сень-тюнь или сень-тюль?",17.0,3.0,14.0
Квадробер — это ведущий специалист зоопарка человеческих животных.,14.0,3.0,11.0
"Некоторые получают травму и не могут жевать, тогда те кто о них заботится измельчают пищу для них и кормят принудительно. Пища бывает невкусной (особенно с добавлением лекарств) поэтому они её выплёвывают. Так же и с информацией.",17.0,2.0,15.0
Половой акт с электро феном? - ИбуФЕН,32.0,2.0,30.0
Если Вас никогда не разводил Интернет-провйдер - значит у Вас никогда не было Интернета!,8.0,2.0,6.0
"Как же бесит, что единственный способ что-то сделать - это взять и сделать это.",520.0,444.0,76.0
"Израиль - единственная страна в мире, где избиение полицией евреев не считается антисемитизмом.",492.0,370.0,122.0
"Заголовок новости: ""Израиль ОТКРЕСТИЛСЯ от операции с подрывом пейджеров.""",364.0,308.0,56.0
"Набрали в агентство кучу людей до 25 лет, и теперь приходится объяснять, кто такой Децл... и «Ширли-Мырли» с «ДМБ» никто не смотрел... и шутки никто не понимает мои... и называют меня «дед Антон».",411.0,303.0,108.0
"Пытался разобраться в инструкции к умному чайнику и понял, что чайник - это я.",343.0,289.0,54.0
"- Холмс, как вам удалось так быстро установить IP адрес преступника, его имя, дату рождения, место жительства, номер паспорта, когда и кем выдан,  код подразделения, а также СНИЛС, группу крови, цвет глаз, размер обуви, окружность черепа и даже фотки его любимых котиков и сисек?- Элементарно, Ватсон. У него был секретный анонимный канал в Telegram.",368.0,276.0,92.0
"Люди, которые спят днем, — настоящие герои. Требуется много мужества, чтобы проснуться дважды в один и тот же день.",284.0,236.0,48.0
"Жена: - И всё-таки мы, женщины, в этом мире гораздо большее значение имеем.Муж: - Это ещё почему?Жена: - А потому что нечто несущественное, мизерное, люди называют словом ""%уйня"". А нечто глобальное, апокалиптическое - это ""пи*дец""!Муж: - Да, но при этом ""пи*дец"" - мужского рода, а ""%уйня"" - женского!",286.0,151.0,135.0
"Досадно, когда ошибаешься в человеке; ещё досаднее, когда этот человек — ты.",200.0,148.0,52.0
"Если тот, кто владеет информацией действительно владеет всем миром, то похоже, что часть мировой закулисы обосновалась на скамейках возле нашего подъезда.",176.0,125.0,51.0
"Мало кто знает, но у поделённой пополам Польши проблем с бобрами никогда не было.",296.0,120.0,176.0
"В Советском Союзе поляков было мало.Поэтому всеми теми вещами, которыми поляки известны в мире, в СССР приходилось заниматься молдаванам и чукчам.",285.0,93.0,192.0
"– Не помешал?– Нет, что вы! Это место как раз для мудаков!",174.0,80.0,94.0
"Медленный интернет раздражает больше, чем те события, о которых он рассказывает.",120.0,77.0,43.0
"Каждый раз, отсчитывая себе пельменей столько, сколько мне лет, с ужасом представляю старость.",143.0,57.0,86.0
"Не все знают, но восток, который ""дело тонкое"" - это вовсе не восток, а юг, а для половины страны и вовсе запад.",46.0,41.0,5.0
"Говорят, если на Марсе выкопать яму, то на дне можно нормально жить.Внимание, вопрос: зачем для этого лететь на Марс?",44.0,37.0,7.0
"Президент США Джо Байден своей жене:- Джил, я скоро умру!- С чего ты взял Джо?- Ко мне сегодня приходил Бог. Он выглядел как добродушный старичок с благообразной седой бородой.- Джо, это был премьер-министр Индии Моди.",51.0,36.0,15.0
"Никогда не спорьте с воцерковлёнными людьми. Иначе вы подниметесь до их уровня, где они просто задавят вас своей возвышенной духовностью.",44.0,30.0,14.0
"В Латвии сказки начинают так:""В стародавние времена, когда воров сажали в ТЮРЬМУ а не в СЕЙМ ...""",54.0,26.0,28.0
- Ты где?- На английском.- Where are you?,28.0,26.0,2.0
- Винни! Винни! Сова нашла хвост!- Опять эти мерзкие квадроберы лазили по нашему лесу!,33.0,25.0,8.0
"Мужику нужна баба, чтобы с утра смотреть на что-то красивое, а не на свою опухшую морду в зеркале.",34.0,24.0,10.0
"В приступе лени и прокрастинации решила помыть пол под кроватью. Отодвинула, а там пыль уже перешла от традиционного общества к постиндустриальному...",32.0,24.0,8.0
Главное в решении любой проблемы - сначала её создать!,26.0,23.0,3.0
"Суд продлил арест обвиняемому в мошенничестве генералу Булгакову до 25 декабря... Хотя, следовало бы - до 25 лет...",27.0,22.0,5.0
"Дальновидный губернатор, приходя к власти, первым делом строит хорошую тюрьму!",25.0,21.0,4.0
"- Моня, а зачем в Латвии ""убили"" школьное образование ?- Шлёма я тя умоляю - шоб нищие недоучки не составляли конкуренции богатым недоумкам - деткам политиков .",46.0,20.0,26.0
– Теоретически человечество состоит из нормальных и ненормальных.Только нормальных пока не обнаружено.,25.0,18.0,7.0
"Новый сорт кабачка назвали ""Кабачок 12 стульев"". Он обладает более выраженным перистальтичеким действием.",25.0,18.0,7.0
"Даже острый ум бессилен, когда требуется воля.",23.0,17.0,6.0
"В связи с обширными паводками на территории страны президент Польши выступил с обращением к нации:- Bóbr, kurwa! Ja pierdole! Jakie bydlę jebane!",38.0,16.0,22.0
"Один мужчина так долго искал себя, что уже начал обзванивать все больницы и морги!",25.0,15.0,10.0
- Это мои долгосрачные инвестиции.- Может долгосрочные?- Нет...,24.0,14.0,10.0
"-Слыхал? Мединский считает , что надо сократить сроки обучения в школах и институтах...-Ну а чё... Народу же прямо сказали: половина рожает, половина въёбывает. А въёбывать и рожать  умомным.... Кто же, у нас, сейчас, согласится?",19.0,13.0,6.0
Премьер-министр Польши объявил начало первой Пердоле-Курвинской компании.,32.0,13.0,19.0
"Хочу обратиться к людям, которые любят меня таким, какой я есть: «Вы сильно рискуете».",17.0,11.0,6.0
РодителиНе называйте дочку именем  ЛАНАЕё имя будут читать с заду на перёд,29.0,11.0,18.0
"Приходит трансформер в автомастерскую,а там двигатели,мосты, коробки передач - в общем детали трансформерских тел.Он как блеванет шурупами",28.0,8.0,20.0
- Из чего Ваши чебуреки?- Лучше не спрашивайте!,17.0,7.0,10.0
Разбегусь и прыгну об забор.Дураком в травмпункте больше стало.,17.0,6.0,11.0
"- Марь Ивана, Марь Ивана!- Что, Вовочка?- Я правильно понимаю, что множественная форма слова ""дно"" - это ""дны""?- ... ?!?",21.0,6.0,15.0
Срочно требуется переводчик с гомеопатического!,9.0,5.0,4.0
"Вы же сами все время сокрушались, что дети только сидят за компами и не выходят играть на улицу. Ну дети и вышли, стали играть в квадроберов... И вам опять все не так.",502.0,424.0,78.0
- Вчера умер Денис и не доделал отчёты. Вы обязаны их доделать.- Как умер???- Не доделав отчёты!,434.0,352.0,82.0
"У моей соседки в общаге самые эффективные будильники, которые я когда-либо слышала. Она обычно ставит минимум будильника три, и на каждом из них своя мелодия. Ну, как мелодия, аудио.На первом будильнике у нее ее же голос, который говорит: «Алина! Просыпайся! Надо вставать и учиться, чтоб потом устроиться на работу, зарабатывать деньги и не стать бомжом!»Потом второй: «Алина! Вставай! Времени на сборы становится все меньше!»Потом: «Алина! Погладить одежду ты уже точно не успеешь! Сегодня ты идешь в мятом!»Еще: «Алина! Мало того, что ты в мятом будешь, так еще и с грязной головой, ибо помыть ее и высушить ты уже тоже не успеешь!»Еще: «Алина! Приготовься, ты сегодня будешь как маленький грязный, не накрашенный уродец в мятом, потому что ты уже ничего не успеваешь в этой жизни!»И мой любимый: «Алина, ты уже все про*бала, можешь не вставать».",389.0,254.0,135.0
Эрдоган предложил Стамбул в качестве площадки для мирных переговоров между польским премьер-министром и бобрами.,397.0,231.0,166.0
"Разговор в цирке:- Решительно не понимаю, как такой маленький, тщедушный человек может быть укротителем тигров!- Он не вызывает у них аппетита.",268.0,211.0,57.0
"Журналист спрашивает у Раневской:– Как вы считаете, в чем разница между умным человеком и дураком?– Дело в том, молодой человек, что умный знает, в чем эта разница, но никогда об этом не спрашивает.",245.0,188.0,57.0
